"Message",Low,"Checking assembly 'C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in\Xamarin.Forms.Platform.UAP.dll'. "
"Message",Low,"Checking assembly 'C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in\Xamarin.Forms.Xaml.dll'. "
"Message",Normal,"'C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\tools\Gatekeeper.exe @""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |      688 |      688 |      672 |      688 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       688 ms"
"Message",Normal,"System time per command: 688 ms"
"Message",Normal,"Total duration:          672 ms"
"Message",Normal,"Total lifetime:          688 ms"
"Message",Normal,"Requested DOP:           4"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Ausführen der StartProcessTask-Aufgabe beendet."
"Message",Low,"Die Erstellung des Ziels ""RunGatekeeper"" im Projekt ""Unnamed_1"" ist abgeschlossen."
"Message",Low,"Ziel ""LogAppContextSwitches"" in Datei ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" aus Projekt ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\Unnamed_1"" (Ziel ""SetMainTargetPaths"" ist davon abhängig):"
"Message",Low,"Die Message-Aufgabe aus der Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a-Assembly wird verwendet."
"Message",Low,"Message-Aufgabe"
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Ausführen der Message-Aufgabe beendet."
"Message",Low,"Die Erstellung des Ziels ""LogAppContextSwitches"" im Projekt ""Unnamed_1"" ist abgeschlossen."
"Message",Low,"Ziel ""SetMainTargetPaths"" in Datei ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" aus Projekt ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\Unnamed_1"" (Ziel ""CopyNativeExecutablesToOutput"" ist davon abhängig):"
"Message",Low,"Die Erstellung des Ziels ""SetMainTargetPaths"" im Projekt ""Unnamed_1"" ist abgeschlossen."
"Message",Low,"Das Ziel ""GenerateFakeExe"" wurde übersprungen, da die Bedingung ""false"" war . (!Exists('@(InputILTarget)')) wurde als (!Exists('C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in\HP41CV.UWP.exe')) ausgewertet."
"Message",Low,"Das Ziel ""InjectCoreLibTypeForwards"" wurde übersprungen, da die Bedingung ""false"" war . ('$(UseSharedAssemblies)' != 'true') wurde als ('true' != 'true') ausgewertet."
"Message",Low,"Ziel ""InjectWindowsRuntimeTypeForwards"" in Datei ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" aus Projekt ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\Unnamed_1"" (Ziel ""RunILTransforms"" ist davon abhängig):"
"Message",Low,"Die MakeDir-Aufgabe aus der Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a-Assembly wird verwendet."
"Message",Low,"MakeDir-Aufgabe"
"Message",Normal,"Das Verzeichnis ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\intermediate\TransformedSRWR\"" wird erstellt."
"Message",Low,"Ausführen der MakeDir-Aufgabe beendet."
"Message",Low,"Die ILTransformTask-Aufgabe aus der Microsoft.Build.ILTasks-Assembly wird verwendet."
"Message",Low,"ILTransformTask-Aufgabe"
"Message",Normal,"Running 'InjectWindowsRuntimeTypeForwards' transform, heap at 8 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 14 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   105 |          6 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"    71 |          2 | WriteAssemblies"
"Message",Low,"Ausführen der ILTransformTask-Aufgabe beendet."
"Message",Low,"Die Erstellung des Ziels ""InjectWindowsRuntimeTypeForwards"" im Projekt ""Unnamed_1"" ist abgeschlossen."
"Message",Low,"Das Ziel ""InjectCoreLibTypeForwards"" wurde übersprungen, da die Bedingung ""false"" war . ('$(UseSharedAssemblies)' != 'true') wurde als ('true' != 'true') ausgewertet."
"Message",Low,"Ziel ""PreResolveTransforms"" in Datei ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" aus Projekt ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\Unnamed_1"" (Ziel ""RunILTransforms"" ist davon abhängig):"
"Message",Low,"Das Ziel ""PreResolveTransforms"" wird vollständig erstellt."
"Message",Low,"Die Ausgabedatei ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\HP41CV.UWP.exe"" ist nicht vorhanden."
"Message",Low,"MakeDir-Aufgabe"
"Message",Normal,"Das Verzeichnis ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\"" wird erstellt."
"Message",Low,"Ausführen der MakeDir-Aufgabe beendet."
"Message",Low,"Message-Aufgabe"
"Message",Normal,"Running AssemblyClosureTask in PreResolveTransforms"
"Message",Low,"Ausführen der Message-Aufgabe beendet."
"Message",Low,"Die AssemblyClosureTask-Aufgabe aus der Microsoft.Build.ILTasks-Assembly wird verwendet."
"Message",Low,"AssemblyClosureTask-Aufgabe"
"Message",Low,"Ausführen der AssemblyClosureTask-Aufgabe beendet."
"Message",Low,"ILTransformTask-Aufgabe"
"Message",Normal,"Running 'ResolveSelfReferences' transform, heap at 25 MB."
"Message",Normal,"Running 'RemoveDuplicateMembers' transform, heap at 39 MB."
"Message",Normal,"Running 'PortableLib' transform, heap at 39 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 44 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   941 |         14 | ResolveSelfReferences"
"Message",Normal,"   603 |          5 | PortableLib"
"Message",Normal,"   458 |         10 | WriteAssemblies"
"Message",Normal,"     0 |          0 | RemoveDuplicateMembers"
"Message",Low,"Ausführen der ILTransformTask-Aufgabe beendet."
"Message",Low,"Die Copy-Aufgabe aus der Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a-Assembly wird verwendet."
"Message",Low,"Copy-Aufgabe"
"Message",Normal,"Die Datei wird von ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in\HP41CV.UWP.pdb"" in ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\HP41CV.UWP.pdb"" kopiert."
"Message",Low,"Ausführen der Copy-Aufgabe beendet."
"Message",Low,"Copy-Aufgabe"
"Message",Normal,"Die Datei wird von ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in\HP41CV.UWP.exe"" in ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\HP41CV.UWP.exe"" kopiert."
"Message",Low,"Ausführen der Copy-Aufgabe beendet."
"Message",Low,"Die Copy-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . ('$(HasMcgPatchDlls)'=='true') wurde als (''=='true') ausgewertet."
"Message",Low,"Die Erstellung des Ziels ""PreResolveTransforms"" im Projekt ""Unnamed_1"" ist abgeschlossen."
"Message",Low,"Ziel ""InitInputResourceName"" in Datei ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" aus Projekt ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\Unnamed_1"" (Ziel ""RunILTransforms"" ist davon abhängig):"
"Message",Low,"Die ResolveFilePathTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) wurde als ('C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in' != '' and Exists('C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\obj\x86\Release\ilc\in\obj\')) ausgewertet."
"Message",Low,"Die ResolveFilePathTask-Aufgabe aus der Microsoft.Build.ILTasks-Assembly wird verwendet."
"Message",Low,"ResolveFilePathTask-Aufgabe"
"Message",Low,"Ausführen der ResolveFilePathTask-Aufgabe beendet."
"Message",Low,"Die Erstellung des Ziels ""InitInputResourceName"" im Projekt ""Unnamed_1"" ist abgeschlossen."
"Message",Low,"Das Ziel ""PreResolveTransforms"" wurde übersprungen. Die vorherige Erstellung war erfolgreich."
"Message",Low,"Ziel ""SetForSharedInputs"" in Datei ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" aus Projekt ""C:\Source\Repos\xamarin\Xamarin\HP41CV.Xamarin\HP41CV\HP41CV.UWP\Unnamed_1"" (Ziel ""ResolveInitialReferences"" ist davon abhängig):"
"Message",Low,"Das Ziel ""SetForSharedInputs"" wird vollständig erstellt."
"Message",Low,"Es wurden keine Eingabedateien angegeben."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyListPath)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyList.txt')) ausgewertet."
"Message",Low,"Die ReadLinesFromFile-Aufgabe aus der Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a-Assembly wird verwendet."
"Message",Low,"ReadLinesFromFile-Aufgabe"
"Message",Low,"Ausführen der ReadLinesFromFile-Aufgabe beendet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyILMergeInfo.csv')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedLibrary.iltransformtoc.ildll')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Threading.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.TypeLoader.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Uri.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Extensions.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Primitives.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.TypeExtensions.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Resources.ResourceManager.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Extensions.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Implementation.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Text.RegularExpressions.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.SharedLibrary.Interop.Generated.iltoc')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltocpdb')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltocpdb')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltocpdb')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltocpdb')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltocpdb')) ausgewertet."
"Message",Low,"Die IlcErrorTask-Aufgabe wurde übersprungen, da die Bedingung ""false"" war . (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) wurde als (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltocpdb')) ausgewertet."
